policy_id,customer_id,policy_start_date,policy_end_date,policy_type,product,sum_assured,annual_premium,premium_frequency,tenure_years,age,gender,region,smoking_status,bmi,vehicle_age,is_active
465,1216,20:59.0,20:59.0,Auto,Third Party,962676,22281.61,Annual,10.1,66,Male,East,No,27.9,9,1
466,1073,20:59.0,20:59.0,Auto,Third Party,1840146,31069.15,Quarterly,19.9,63,Female,West,No,27.6,13,1
467,1536,20:59.0,20:59.0,Life,Endowment,119518,2587.04,Quarterly,13.9,36,Female,West,No,18.7,,1
468,17,20:59.0,20:59.0,Life,Whole Life,226355,3703.97,Monthly,2.4,39,Male,South,No,17.6,,0
469,1196,20:59.0,20:59.0,Life,Whole Life,1966334,56460.1,Monthly,19.9,41,Male,South,Yes,18.1,,1
470,1244,20:59.0,20:59.0,Life,Endowment,717565,30915.62,Quarterly,8.7,62,Male,North,No,17.5,,1
471,158,20:59.0,20:59.0,Auto,Comprehensive Auto,170243,4586.95,Annual,6.5,29,Male,North,No,30.2,8,1
472,477,20:59.0,20:59.0,Auto,Comprehensive Auto,1057378,32299.11,Quarterly,11.6,47,Female,South,Yes,19.9,13,0
473,1070,20:59.0,20:59.0,Health,Individual Health,1897756,73339.8,Annual,6.8,55,Other,North,No,21.3,,1
474,1397,20:59.0,20:59.0,Health,Critical Illness,988601,32437.28,Quarterly,2.6,70,Female,North,No,19.3,,1
475,518,20:59.0,20:59.0,Life,Whole Life,446308,20151.07,Monthly,1,48,Male,South,No,38.9,,0
476,99,20:59.0,20:59.0,Property,Theft Protection,1151887,52193.44,Annual,9.5,53,Female,South,No,36.4,,1
477,1916,20:59.0,20:59.0,Property,Theft Protection,72692,1115.59,Quarterly,16.9,36,Female,West,No,20.8,,1
478,1769,20:59.0,20:59.0,Auto,Third Party,1747818,73813.19,Annual,11.9,65,Female,South,No,23.2,8,1
479,1061,20:59.0,20:59.0,Auto,Comprehensive Auto,729222,22697.53,Annual,20,62,Male,South,Yes,20.2,9,1
480,280,20:59.0,20:59.0,Auto,Comprehensive Auto,442179,21936.24,Annual,6.5,53,Male,East,No,27.3,3,1
481,1373,20:59.0,20:59.0,Health,Critical Illness,271468,8663.39,Quarterly,6.3,47,Male,West,No,15.5,,1
482,497,20:59.0,20:59.0,Health,Individual Health,1440227,71350.8,Monthly,4,72,Male,West,Yes,31.8,,0
483,302,20:59.0,20:59.0,Auto,Own Damage,130152,5389.58,Monthly,4.1,66,Male,West,No,28.1,0,1
484,181,20:59.0,20:59.0,Auto,Own Damage,513685,12174.94,Annual,6.4,72,Male,East,No,37.5,1,1
485,607,20:59.0,20:59.0,Auto,Third Party,1627790,55090.64,Monthly,16.1,50,Female,South,No,19.1,7,1
486,1123,20:59.0,20:59.0,Property,Fire Insurance,1058803,52648.71,Quarterly,18.2,35,Female,West,No,35.1,,1
487,700,20:59.0,20:59.0,Health,Family Floater,53969,2429.34,Annual,19.5,69,Male,West,No,34.8,,1
488,993,20:59.0,20:59.0,Property,Theft Protection,1134309,20880.18,Annual,5.4,66,Male,North,No,18.2,,1
489,1140,20:59.0,20:59.0,Property,Fire Insurance,381999,15174.15,Annual,17.7,45,Female,West,No,25,,1
490,191,20:59.0,20:59.0,Auto,Comprehensive Auto,91743,2485.8,Monthly,7.2,64,Female,South,Yes,19.3,13,0
491,253,20:59.0,20:59.0,Auto,Comprehensive Auto,1753057,26724.27,Quarterly,3.1,28,Female,South,No,21.4,9,1
492,981,20:59.0,20:59.0,Life,Endowment,220948,6434.41,Quarterly,17.5,74,Other,North,No,21.6,,1
493,928,20:59.0,20:59.0,Life,Endowment,943877,21913.43,Annual,13.1,71,Female,West,Yes,28.9,,0
494,1185,20:59.0,20:59.0,Property,Fire Insurance,70323,3070.33,Quarterly,4.1,62,Other,West,No,25.3,,0
495,1280,20:59.0,20:59.0,Health,Critical Illness,1621869,43476.75,Annual,9.2,50,Male,West,No,38.7,,1
496,1347,20:59.0,20:59.0,Auto,Own Damage,1377148,60544.01,Annual,6.5,34,Male,East,No,18.2,7,1
497,128,20:59.0,20:59.0,Auto,Comprehensive Auto,608866,9145.73,Quarterly,15,23,Male,West,No,39.3,13,1
498,18,20:59.0,20:59.0,Property,Home Insurance,1709350,44056.22,Annual,9.6,21,Male,South,No,20.8,,1
499,1817,20:59.0,20:59.0,Life,Whole Life,551793,12934.46,Monthly,19.8,37,Male,South,No,34.3,,1
500,1759,20:59.0,20:59.0,Health,Critical Illness,376284,8720.33,Annual,2,65,Female,East,No,23.5,,1
501,566,20:59.0,20:59.0,Life,Endowment,1880314,32692.14,Quarterly,7.7,64,Female,East,No,18.6,,0
502,570,20:59.0,20:59.0,Life,Term Life,1730189,37284.45,Annual,10.2,44,Female,West,No,36.4,,0
503,1347,20:59.0,20:59.0,Life,Endowment,1968837,67815.08,Annual,10.6,32,Male,North,No,22.7,,1
504,1896,20:59.0,20:59.0,Life,Term Life,318508,8025.65,Annual,7,23,Female,East,No,31.5,,1
505,686,20:59.0,20:59.0,Auto,Third Party,441011,13057.81,Annual,14.9,64,Female,East,No,29.2,14,1
506,1816,20:59.0,20:59.0,Auto,Comprehensive Auto,1527141,43050.63,Monthly,17.6,31,Male,West,No,26.8,1,1
507,626,20:59.0,20:59.0,Life,Endowment,1754627,80110.43,Annual,18.8,28,Female,West,Yes,27.4,,0
508,1312,20:59.0,20:59.0,Health,Family Floater,832259,38854.4,Monthly,16.3,56,Male,East,No,33.3,,1
509,1967,20:59.0,20:59.0,Property,Home Insurance,1718462,55426.4,Monthly,17.2,26,Male,North,No,17.2,,1
510,854,20:59.0,20:59.0,Health,Individual Health,1820403,48341.64,Annual,11.5,43,Female,East,Yes,31.7,,0
511,1687,20:59.0,20:59.0,Health,Family Floater,226968,4252.93,Annual,16.7,33,Male,West,No,37.4,,1
512,962,20:59.0,20:59.0,Health,Family Floater,107062,5178.49,Quarterly,6.8,22,Male,West,No,16.4,,1
513,1663,20:59.0,20:59.0,Life,Term Life,1326914,22700.77,Monthly,8.6,74,Female,East,Yes,18.5,,0
514,155,20:59.0,20:59.0,Auto,Own Damage,785122,19956.04,Monthly,7,69,Female,North,No,32.9,3,1
515,490,20:59.0,20:59.0,Health,Individual Health,719221,18291.46,Annual,9.9,27,Male,East,No,25.9,,0
516,1410,20:59.0,20:59.0,Life,Whole Life,1326485,34772.54,Quarterly,6.4,67,Male,East,No,25.1,,1
517,785,20:59.0,20:59.0,Health,Individual Health,556995,11557.67,Annual,19.3,20,Male,West,No,18.4,,1
518,1128,20:59.0,20:59.0,Health,Family Floater,138302,5865.48,Monthly,6.9,30,Female,North,No,27.7,,1
519,1953,20:59.0,20:59.0,Life,Whole Life,1686792,32533.87,Monthly,2.9,60,Male,South,No,18.2,,1
520,1417,20:59.0,20:59.0,Auto,Own Damage,1083224,40319.47,Annual,11,66,Male,North,No,26.9,0,0
521,1835,20:59.0,20:59.0,Auto,Third Party,788591,15247.1,Annual,2.1,47,Female,East,No,34.1,6,1
522,246,20:59.0,20:59.0,Property,Fire Insurance,615635,10754.37,Annual,3.1,71,Female,East,No,21.5,,1
523,1200,20:59.0,20:59.0,Life,Endowment,577409,27040.08,Annual,5.2,62,Male,East,Yes,27,,1
524,1063,20:59.0,20:59.0,Property,Fire Insurance,133793,2897.22,Monthly,9.8,23,Female,North,No,39.8,,0
525,1501,20:59.0,20:59.0,Property,Theft Protection,1651028,72222.17,Annual,9.2,34,Female,West,No,32.2,,0
526,1706,20:59.0,20:59.0,Property,Theft Protection,337635,11500.55,Annual,16.2,62,Male,East,No,36,,1
527,759,20:59.0,20:59.0,Auto,Third Party,633510,11228.95,Annual,15.1,68,Male,East,No,25.4,3,1
528,538,20:59.0,20:59.0,Life,Whole Life,728525,35290.25,Monthly,9.1,70,Female,North,No,34.2,,1
529,1891,20:59.0,20:59.0,Property,Home Insurance,578036,13666.88,Quarterly,7.3,36,Male,South,No,16,,1
530,1842,20:59.0,20:59.0,Life,Endowment,1649417,74368.23,Annual,7,59,Female,South,No,18.1,,1
531,921,20:59.0,20:59.0,Life,Term Life,1215123,25406.22,Annual,15.7,52,Male,West,Yes,20.1,,1
532,408,20:59.0,20:59.0,Auto,Third Party,634668,28488.98,Monthly,2,63,Male,West,No,25,10,1
533,525,20:59.0,20:59.0,Property,Home Insurance,94331,1458.64,Monthly,1.2,43,Male,East,No,36.1,,1
534,828,20:59.0,20:59.0,Property,Theft Protection,801393,26375.7,Annual,16.1,68,Male,North,No,23.7,,1
535,1530,20:59.0,20:59.0,Life,Term Life,1064348,44628.63,Annual,10.1,22,Male,East,No,31.4,,1
536,903,20:59.0,20:59.0,Health,Critical Illness,1743481,83195.15,Annual,3.5,46,Male,West,No,32.7,,1
537,1849,20:59.0,20:59.0,Auto,Third Party,875992,41015.76,Annual,5.5,54,Female,North,No,29.7,13,0
538,36,20:59.0,20:59.0,Auto,Third Party,1938873,84703.29,Annual,18.7,37,Other,North,No,23.9,7,0
539,685,20:59.0,20:59.0,Auto,Own Damage,1014190,46740.67,Monthly,17.3,66,Female,West,No,29.4,8,1
540,20,20:59.0,20:59.0,Auto,Third Party,650198,14286.6,Annual,14.5,38,Female,South,No,23.6,11,1
541,321,20:59.0,20:59.0,Property,Fire Insurance,447891,11173.29,Monthly,10.2,27,Male,South,No,17.1,,0
542,1800,20:59.0,20:59.0,Property,Fire Insurance,1034210,25973.04,Annual,10.9,22,Other,North,No,39.8,,1
543,512,20:59.0,20:59.0,Health,Family Floater,550201,15513.96,Quarterly,19.5,53,Male,East,No,18.2,,1
544,400,20:59.0,20:59.0,Auto,Own Damage,1600813,46049.34,Quarterly,19.3,23,Female,South,Yes,16.8,8,1
545,654,20:59.0,20:59.0,Auto,Comprehensive Auto,1091566,37178.12,Annual,5.1,43,Other,East,No,37,2,1
546,972,20:59.0,20:59.0,Life,Term Life,1094863,22549.57,Annual,16.4,21,Female,South,No,22.5,,1
547,1907,20:59.0,20:59.0,Property,Fire Insurance,1962994,76936.87,Quarterly,4.7,56,Other,South,No,31.3,,1
548,471,20:59.0,20:59.0,Auto,Comprehensive Auto,781576,16307.45,Annual,5.1,56,Female,East,No,23.2,4,1
549,1167,20:59.0,20:59.0,Health,Individual Health,1108644,28670.42,Annual,13.8,67,Male,West,No,24.8,,1
550,1116,20:59.0,20:59.0,Health,Family Floater,1677324,54709.41,Annual,8.7,52,Male,South,No,21.6,,0
551,1378,20:59.0,20:59.0,Property,Fire Insurance,937198,40182.76,Monthly,18.7,18,Female,South,No,23.6,,1
552,834,20:59.0,20:59.0,Health,Individual Health,1669282,68242.62,Annual,2.7,41,Male,East,No,25.3,,0
553,1824,20:59.0,20:59.0,Health,Critical Illness,1386926,52139.68,Monthly,10.7,74,Female,West,Yes,33,,1
554,727,20:59.0,20:59.0,Property,Fire Insurance,1751044,35812.46,Annual,18.5,53,Other,South,No,27.8,,0
555,1983,20:59.0,20:59.0,Auto,Own Damage,1885295,64376.39,Quarterly,18.2,23,Male,South,Yes,38.6,5,1
556,854,20:59.0,20:59.0,Auto,Comprehensive Auto,1120913,20244.39,Annual,4,58,Female,West,Yes,16,5,1
557,51,20:59.0,20:59.0,Health,Family Floater,1250314,35268.5,Monthly,8,71,Female,South,No,27.6,,0
558,1689,20:59.0,20:59.0,Health,Critical Illness,297667,8773.16,Annual,12.8,63,Female,West,No,29.6,,1
559,1722,20:59.0,20:59.0,Auto,Third Party,706521,11582.28,Quarterly,4,61,Other,West,No,38,9,0
560,575,20:59.0,20:59.0,Property,Home Insurance,1082321,26613.82,Quarterly,19.4,74,Female,East,No,16.2,,1
561,1214,20:59.0,20:59.0,Health,Critical Illness,564241,27336.2,Annual,18.4,48,Other,North,No,29.3,,1
562,1149,20:59.0,20:59.0,Life,Term Life,937099,45334.17,Annual,4.2,37,Female,West,No,36.3,,1
563,150,20:59.0,20:59.0,Property,Home Insurance,1450791,39652.22,Annual,3.3,41,Male,East,No,21,,1
564,314,20:59.0,20:59.0,Health,Family Floater,1196640,19754.74,Annual,2.6,42,Male,North,No,36.9,,1
565,570,20:59.0,20:59.0,Health,Critical Illness,1006255,21401.36,Monthly,18.3,53,Female,South,Yes,15.5,,1
566,1366,20:59.0,20:59.0,Life,Term Life,1467231,42150.06,Annual,4.7,38,Male,North,No,33.3,,1
567,305,20:59.0,20:59.0,Life,Term Life,1581181,76169.11,Annual,8.9,47,Female,West,No,38.3,,1
568,1716,20:59.0,20:59.0,Auto,Own Damage,457974,9132.9,Quarterly,9.5,41,Female,West,No,31.4,7,1
569,682,20:59.0,20:59.0,Property,Home Insurance,1557572,64986.66,Annual,12.4,61,Male,West,No,26,,1
570,838,20:59.0,20:59.0,Property,Home Insurance,1869550,35154.81,Annual,2.4,59,Female,West,No,16.1,,1
571,1807,20:59.0,20:59.0,Auto,Own Damage,577466,28494.49,Annual,5.3,47,Female,West,No,38,5,0
572,1078,20:59.0,20:59.0,Property,Theft Protection,606119,17187.46,Monthly,18.7,39,Female,East,No,26.8,,1
573,1003,20:59.0,20:59.0,Property,Theft Protection,183248,7720.83,Monthly,18.3,45,Male,West,Yes,15.7,,1
574,444,20:59.0,20:59.0,Property,Theft Protection,1201882,32439.62,Monthly,15.8,24,Male,East,No,32.2,,1
575,613,20:59.0,20:59.0,Property,Fire Insurance,214726,7938.08,Annual,1.4,52,Male,South,No,27,,0
576,993,20:59.0,20:59.0,Property,Theft Protection,1877156,40772.89,Quarterly,7.2,72,Female,West,No,18.1,,1
577,264,20:59.0,20:59.0,Life,Whole Life,994131,19992.71,Annual,12.9,45,Male,West,Yes,20.4,,0
578,1077,20:59.0,20:59.0,Property,Fire Insurance,757910,36252.54,Annual,6.2,31,Female,North,No,16.6,,1
579,1596,20:59.0,20:59.0,Life,Whole Life,424169,19985.85,Annual,18.3,73,Male,South,No,29.4,,1
580,1004,20:59.0,20:59.0,Property,Home Insurance,750270,34558.5,Annual,13,27,Male,West,Yes,30.6,,1
581,1644,20:59.0,20:59.0,Auto,Third Party,140417,5180.01,Annual,2.4,33,Female,West,No,27.6,5,1
582,5,20:59.0,20:59.0,Health,Family Floater,763611,33056.25,Annual,18.3,33,Female,South,No,35.4,,1
583,1127,20:59.0,20:59.0,Life,Term Life,478638,8336.1,Annual,19.2,71,Male,East,No,36.5,,1
584,1220,20:59.0,20:59.0,Property,Home Insurance,1110560,29671.52,Annual,2.5,48,Male,West,No,30.4,,1
585,774,20:59.0,20:59.0,Auto,Comprehensive Auto,1187888,30860.87,Quarterly,11.1,59,Male,North,No,15.3,3,1
586,877,20:59.0,20:59.0,Health,Critical Illness,242458,9030.98,Annual,6.8,42,Female,West,Yes,32.4,,1
587,992,20:59.0,20:59.0,Life,Term Life,1181867,32452.32,Quarterly,8.5,30,Female,North,No,25.4,,1
588,884,20:59.0,20:59.0,Health,Individual Health,843567,17038.14,Annual,4.4,23,Male,North,Yes,29.1,,0
589,1374,20:59.0,20:59.0,Auto,Third Party,574608,20614.84,Monthly,12,61,Male,West,No,31.2,6,1
590,47,20:59.0,20:59.0,Life,Term Life,1070462,46568.78,Annual,19.2,26,Male,West,Yes,23.8,,0
591,867,20:59.0,20:59.0,Health,Critical Illness,1585963,45000.63,Annual,10.6,62,Female,North,No,37.9,,1
592,823,20:59.0,20:59.0,Property,Home Insurance,727044,14271.44,Annual,2.6,53,Other,South,No,18.3,,1
593,936,20:59.0,20:59.0,Life,Endowment,1023417,22396.55,Quarterly,12.8,73,Male,South,No,31.8,,1
594,1844,20:59.0,20:59.0,Health,Individual Health,1973782,46012.64,Monthly,7.5,60,Female,West,No,15.1,,0
595,656,20:59.0,20:59.0,Auto,Comprehensive Auto,465105,11858.51,Annual,17.3,37,Male,East,No,38.1,13,0
596,269,20:59.0,20:59.0,Auto,Comprehensive Auto,1849785,69362.92,Annual,9.3,35,Male,South,Yes,17.8,13,1
597,370,20:59.0,20:59.0,Life,Term Life,1458791,52564.75,Monthly,4.7,60,Female,West,Yes,17.4,,1
598,636,20:59.0,20:59.0,Health,Critical Illness,1802835,70964.62,Quarterly,4.6,74,Female,South,No,23.3,,1
599,1130,20:59.0,20:59.0,Life,Endowment,1353659,37479.53,Annual,15.6,38,Female,East,No,24.3,,1
600,1694,20:59.0,20:59.0,Life,Whole Life,1053466,46183.86,Annual,6,21,Female,West,No,20.4,,1
601,1683,20:59.0,20:59.0,Health,Critical Illness,684151,15149.2,Annual,15.6,67,Male,East,No,29.6,,0
602,657,20:59.0,20:59.0,Health,Individual Health,91777,2883.31,Quarterly,4.9,50,Female,West,No,26.1,,1
603,120,20:59.0,20:59.0,Property,Fire Insurance,96250,4141.91,Annual,7.1,44,Male,East,No,15.9,,0
604,831,20:59.0,20:59.0,Health,Family Floater,1958042,41717.17,Monthly,9.8,24,Female,South,No,23,,1
605,1811,20:59.0,20:59.0,Auto,Third Party,941372,17740.35,Annual,18.9,23,Male,South,Yes,35.3,7,0
606,1628,20:59.0,20:59.0,Life,Term Life,1400850,64339.55,Annual,18.7,32,Female,East,No,32.2,,1
607,1082,20:59.0,20:59.0,Life,Endowment,525147,14180.3,Annual,4.9,35,Male,East,No,33.1,,0
608,1975,20:59.0,20:59.0,Auto,Comprehensive Auto,1803282,70211.6,Monthly,7.8,49,Male,East,No,32.5,2,1
609,1370,20:59.0,20:59.0,Health,Family Floater,970041,15411.24,Monthly,3.8,73,Female,West,Yes,22.8,,0
610,741,20:59.0,20:59.0,Auto,Comprehensive Auto,1838698,71988.04,Annual,10.7,28,Male,South,No,17.5,6,1
611,1498,20:59.0,20:59.0,Auto,Comprehensive Auto,65216,1699.76,Quarterly,9.8,37,Female,West,No,21.8,2,1
612,117,20:59.0,20:59.0,Property,Theft Protection,396293,6717.53,Annual,18.1,41,Male,South,Yes,35.8,,0
613,1854,20:59.0,20:59.0,Auto,Own Damage,577297,20980.96,Annual,18.7,32,Male,North,No,39.5,7,1
614,791,20:59.0,20:59.0,Life,Whole Life,926336,21702.32,Annual,8.3,65,Male,West,No,27.3,,1
615,1151,20:59.0,20:59.0,Auto,Comprehensive Auto,1783263,50891.21,Annual,10.3,24,Male,South,No,15.2,0,0
616,1417,20:59.0,20:59.0,Life,Term Life,195281,3479.97,Annual,18,38,Female,South,Yes,18.5,,0
617,1932,20:59.0,20:59.0,Life,Endowment,753803,15189.67,Monthly,16.3,59,Male,West,No,23.1,,1
618,1013,20:59.0,20:59.0,Life,Term Life,1637893,41650.31,Annual,1.1,43,Female,West,No,29.5,,0
619,1665,20:59.0,20:59.0,Health,Individual Health,1559405,28290.07,Monthly,7.1,61,Female,South,No,16.9,,0
620,1082,20:59.0,20:59.0,Property,Home Insurance,784803,36790.72,Annual,9,73,Male,West,Yes,38.6,,1
621,634,20:59.0,20:59.0,Life,Endowment,238069,3621.42,Quarterly,5.4,31,Female,East,Yes,24.1,,1
622,513,20:59.0,20:59.0,Life,Whole Life,1462891,46717.58,Annual,4.8,74,Female,West,No,37.8,,1
623,1775,20:59.0,20:59.0,Health,Family Floater,164456,3176.25,Annual,1.7,54,Female,West,Yes,34.5,,0
624,802,20:59.0,20:59.0,Life,Term Life,1423279,36676.15,Annual,13.2,38,Male,West,No,33.9,,1
625,1120,20:59.0,20:59.0,Auto,Third Party,901324,42733.65,Annual,6,35,Male,South,No,30.2,0,1
626,1662,20:59.0,20:59.0,Auto,Own Damage,906841,18734.71,Quarterly,2,22,Female,East,No,30.7,13,1
627,1142,20:59.0,20:59.0,Property,Theft Protection,869497,42435.05,Annual,5.4,20,Female,North,No,31,,0
628,560,20:59.0,20:59.0,Life,Whole Life,1865335,41415.67,Quarterly,16.2,40,Female,North,Yes,30.7,,1
629,1625,20:59.0,20:59.0,Health,Family Floater,432688,17720.66,Annual,17.2,43,Male,East,Yes,28.8,,1
630,488,20:59.0,20:59.0,Auto,Comprehensive Auto,1468060,50110.33,Annual,10.2,54,Female,East,Yes,39.7,5,1
631,1261,20:59.0,20:59.0,Health,Family Floater,83783,3850.39,Annual,8.9,41,Male,East,No,33.3,,1
632,1909,20:59.0,20:59.0,Health,Individual Health,84152,2893.97,Monthly,19.6,66,Female,South,No,34.4,,1
633,897,20:59.0,20:59.0,Auto,Comprehensive Auto,1681605,56686.19,Quarterly,4.8,36,Male,North,Yes,36.8,9,0
634,1296,20:59.0,20:59.0,Health,Critical Illness,1992057,43508.58,Annual,5.1,68,Female,East,No,20.4,,1
635,1213,20:59.0,20:59.0,Auto,Own Damage,494718,10299.05,Annual,6.5,42,Male,South,No,17.1,8,1
636,704,20:59.0,20:59.0,Health,Critical Illness,1651956,77769.33,Annual,4.3,38,Male,North,No,27.1,,1
637,1471,20:59.0,20:59.0,Auto,Own Damage,198725,5261.11,Monthly,8.2,29,Female,West,Yes,27.9,11,1
638,581,20:59.0,20:59.0,Life,Whole Life,541215,15166.4,Quarterly,18.3,74,Male,South,No,35.7,,0
639,790,20:59.0,20:59.0,Property,Theft Protection,1853500,77094.16,Annual,12.7,58,Male,North,Yes,26.1,,1
640,861,20:59.0,20:59.0,Auto,Third Party,221541,5950.33,Annual,8.8,50,Male,South,No,29.3,13,1
641,247,20:59.0,20:59.0,Auto,Own Damage,1877000,90700.74,Annual,18.8,67,Female,North,No,28.2,3,1
642,1987,20:59.0,20:59.0,Property,Fire Insurance,1447203,59085.64,Monthly,1.9,70,Female,North,No,16,,1
643,1100,20:59.0,20:59.0,Auto,Comprehensive Auto,958017,34402.41,Annual,5,21,Male,West,No,30.4,5,1
644,154,20:59.0,20:59.0,Auto,Third Party,371898,17044.58,Quarterly,11.8,59,Female,South,No,35.7,11,0
645,1680,20:59.0,20:59.0,Health,Family Floater,735338,12306.77,Annual,12.7,74,Female,East,No,18.9,,1
646,1459,20:59.0,20:59.0,Property,Theft Protection,1186168,28464.7,Quarterly,1.8,24,Male,West,Yes,29.9,,1
647,997,20:59.0,20:59.0,Life,Whole Life,1455263,45515.2,Quarterly,8.7,39,Female,West,No,29.8,,1
648,1110,20:59.0,20:59.0,Auto,Comprehensive Auto,93169,2137.69,Quarterly,13.3,72,Female,North,No,19.1,4,0
649,697,20:59.0,20:59.0,Property,Home Insurance,1540079,63199.73,Quarterly,14.3,50,Female,East,No,18.1,,1
650,1309,20:59.0,20:59.0,Health,Critical Illness,104745,4941.06,Monthly,13.1,34,Male,South,No,39.5,,0
651,1998,20:59.0,20:59.0,Life,Term Life,1733032,51699.73,Annual,7.1,41,Female,East,No,24.8,,0
652,1244,20:59.0,20:59.0,Property,Fire Insurance,688273,18565.92,Annual,2.8,51,Female,East,Yes,20.7,,1
653,1093,20:59.0,20:59.0,Life,Term Life,1088347,52952.73,Annual,9.1,45,Male,East,No,19.3,,0
654,1071,20:59.0,20:59.0,Life,Endowment,1890551,57793.83,Monthly,3.4,60,Male,East,Yes,31.7,,1
655,1009,20:59.0,20:59.0,Life,Whole Life,1810328,58141.75,Annual,19,58,Male,East,No,30.2,,1
656,94,20:59.0,20:59.0,Auto,Own Damage,71067,1940.68,Quarterly,10,56,Male,North,Yes,31.1,11,1
657,1774,20:59.0,20:59.0,Auto,Third Party,101033,4731.8,Quarterly,7,39,Female,North,No,17.2,14,1
658,958,20:59.0,20:59.0,Health,Individual Health,95256,3325.71,Annual,15.6,66,Male,West,No,37.3,,1
659,1012,20:59.0,20:59.0,Health,Critical Illness,795993,33173.89,Annual,10.5,34,Male,North,No,24.7,,1
660,453,20:59.0,20:59.0,Property,Theft Protection,289455,12566.18,Annual,6.9,51,Female,West,No,22.8,,0
661,1228,20:59.0,20:59.0,Health,Family Floater,552264,14891.64,Annual,16.4,23,Male,West,No,26.6,,1
662,912,20:59.0,20:59.0,Life,Endowment,1298993,39202.7,Annual,17.5,63,Other,South,Yes,24.8,,1
663,218,20:59.0,20:59.0,Life,Whole Life,989695,44235.91,Annual,13.8,23,Male,East,Yes,36.6,,0
664,474,20:59.0,20:59.0,Auto,Third Party,136803,3791.35,Monthly,1.9,51,Male,North,No,38.2,0,0
665,432,20:59.0,20:59.0,Life,Whole Life,1302390,55726.31,Monthly,11.8,18,Male,South,No,22.6,,0
666,341,20:59.0,20:59.0,Property,Fire Insurance,168843,8093.44,Annual,15.5,27,Male,North,No,36.6,,1
667,551,20:59.0,20:59.0,Life,Term Life,529809,19503.52,Annual,3.6,38,Male,West,No,34.5,,1
668,1636,20:59.0,20:59.0,Life,Whole Life,603280,24708.51,Annual,5.3,22,Female,North,No,38.3,,1
669,1313,20:59.0,20:59.0,Property,Theft Protection,1311179,56614.62,Quarterly,17.8,19,Other,East,No,21.1,,1
670,1278,20:59.0,20:59.0,Health,Individual Health,623091,27775.15,Monthly,1.4,39,Male,West,No,29.4,,1
671,1758,20:59.0,20:59.0,Health,Critical Illness,1470695,42395.53,Annual,15.3,65,Female,West,No,21.9,,1
672,357,20:59.0,20:59.0,Property,Home Insurance,1817413,30522.04,Annual,10,74,Female,South,No,35.6,,0
673,23,20:59.0,20:59.0,Auto,Third Party,194282,5646.94,Quarterly,9.5,19,Female,East,No,15.1,5,1
674,1786,20:59.0,20:59.0,Life,Term Life,526545,20314.88,Quarterly,1.1,27,Male,West,No,29.1,,1
675,522,20:59.0,20:59.0,Property,Home Insurance,1124846,34602.81,Annual,16.6,51,Male,East,Yes,23.5,,1
676,1782,20:59.0,20:59.0,Life,Endowment,1553800,64037.86,Quarterly,7.8,33,Male,North,No,23.1,,1
677,1861,20:59.0,20:59.0,Auto,Own Damage,1867793,51353.82,Annual,11.3,65,Female,East,No,31.1,8,1
678,1124,20:59.0,20:59.0,Life,Whole Life,581740,21650.06,Annual,13.9,68,Female,West,No,36.3,,0
679,802,20:59.0,20:59.0,Property,Home Insurance,1402206,30182.05,Quarterly,14.3,56,Male,South,No,30.2,,1
680,1204,20:59.0,20:59.0,Life,Term Life,1113435,45904.62,Monthly,19.2,39,Male,West,No,36.3,,1
681,1247,20:59.0,20:59.0,Health,Individual Health,994740,33920,Annual,11.1,29,Female,East,No,21.6,,1
682,1930,20:59.0,20:59.0,Auto,Third Party,999403,22129.03,Monthly,8.6,41,Female,East,No,28,14,0
683,762,20:59.0,20:59.0,Auto,Third Party,1654947,41732.62,Annual,19.1,64,Other,West,No,26.3,14,0
684,1683,20:59.0,20:59.0,Auto,Third Party,1952716,80454.45,Quarterly,13.2,57,Female,East,No,15.3,11,1
685,442,20:59.0,20:59.0,Property,Fire Insurance,1210038,38589.37,Annual,6.7,55,Male,North,No,28.9,,0
686,1632,20:59.0,20:59.0,Auto,Third Party,1246311,28118.15,Monthly,3.4,27,Female,West,No,31.5,2,0
687,769,20:59.0,20:59.0,Health,Critical Illness,1978084,96638.29,Monthly,17,52,Female,South,No,29.8,,1
688,1016,20:59.0,20:59.0,Property,Home Insurance,299737,11998.28,Annual,7.9,68,Male,West,Yes,33.4,,1
689,1349,20:59.0,20:59.0,Health,Individual Health,1379773,66918.6,Monthly,13.5,66,Female,North,No,29.3,,1
690,516,20:59.0,20:59.0,Life,Term Life,192157,5754.85,Monthly,9.9,49,Female,North,Yes,16.7,,1
691,1040,20:59.0,20:59.0,Life,Term Life,1450465,45876.05,Quarterly,4.8,24,Male,North,Yes,17.9,,1
692,792,20:59.0,20:59.0,Life,Term Life,240167,11150.58,Annual,12.4,38,Female,North,No,29.9,,0
693,336,20:59.0,20:59.0,Life,Term Life,643805,21488.1,Monthly,2.2,37,Female,North,No,21.9,,1
694,1783,20:59.0,20:59.0,Health,Individual Health,1775089,70568.24,Monthly,8.9,43,Female,South,Yes,17,,1
695,258,20:59.0,20:59.0,Property,Home Insurance,1234895,29422.67,Annual,11.4,21,Male,East,No,25.7,,1
696,497,20:59.0,20:59.0,Property,Theft Protection,978057,29963.19,Monthly,9.3,63,Male,North,Yes,28.9,,1
697,896,20:59.0,20:59.0,Auto,Comprehensive Auto,1512603,29224.62,Annual,15.2,69,Female,North,No,23.2,10,1
